from_facility,gatepass_code,gatepass_item_status,to_party,item_skucode,to_facility,to_warehouse,reference,quantity,received_quantity,gatepass_created
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZ8QGBEFYHQKG,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZ8QHTSNZ3HJR,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZ8QJYYUYYJSH,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZ8TADU6QA4GP,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZ8TADYDZ3D5P,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZ8TAHSWQFYBJ,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZ8TAJGVXDPPW,Uluberia,Flipkart FBF,FBF204691800,4,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZ8TAM436C2NG,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZ8TAMG3RYNDS,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZ8TASUVVKMHS,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZ9ZGFHZGNRHR,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZFJXDB9H8AMH,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAGZXCNWPHYXCGU,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH2TVKK5DUXBSZ,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH2TVMNVYMFFR5,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH2TVNG8WAZPCY,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH2TVQ8CTYNJBF,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH2TVZVZ5DMGBZ,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH2TWHY9GPB5GW,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH2TWNSHNUG3ZQ,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH2TWZUQEK4XMJ,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH39CWFDFCXVZE,Uluberia,Flipkart FBF,FBF204691800,9,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH39D2HDWFXJGB,Uluberia,Flipkart FBF,FBF204691800,4,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH39DNCY6VRFFH,Uluberia,Flipkart FBF,FBF204691800,4,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH39E9C6KDEP8D,Uluberia,Flipkart FBF,FBF204691800,4,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH39EFGBKGQK5E,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH39GHJBYAKZEN,Uluberia,Flipkart FBF,FBF204691800,4,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH39GN8UQYC8KD,Uluberia,Flipkart FBF,FBF204691800,6,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH3ACPHE8UESG7,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH3HGSZGTH99PG,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH3J62TUAJBAHR,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH3J638GCGQDQZ,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH3J64TZYGVCZP,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH3J65H55GKDYT,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH3NVZNADSAV27,Uluberia,Flipkart FBF,FBF204691800,3,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH3NW3ZQ8WH7BZ,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH3NWYAUFZTJTM,Uluberia,Flipkart FBF,FBF204691800,6,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH4D5GBEVZNUHK,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH4D5HRBSGB58D,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH4D5TFSFYHXTN,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH4D65YJYEFMZE,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH4D6CYCFFE9BC,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH4D6JN9GGYGDY,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH4D6Z9HZUSSXG,Uluberia,Flipkart FBF,FBF204691800,3,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH4RREGZRH7R5N,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH7QAQVBJFBZCP,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH7QBQZHDBHSVT,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH88F2FMRX2SHY,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAH9SRQZGDHJHCF,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHAR7CYG4ZFZSE,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHCGHY9DTXYMDF,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHCGMYHTHDCFTX,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHCGMYZV3QWRUC,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHCKRADYFY6WHM,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHCKWWJDH6K6AZ,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFB7MEJZRFBCZ,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFB7RZGZCQF84,Uluberia,Flipkart FBF,FBF204691800,3,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFB7TYAZVKZUZ,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFB7UQEGZHFRS,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFB7V2ENX9GYW,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFB858FQTFZJ4,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFBACGH6HFXRT,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFBADFJMFTYFH,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFJHRTZTA93BV,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFKGAWEUTFGBM,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFSCGYETCTAQB,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFW92WDURCMRZ,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHFW9YXFAV6BQS,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHGYHYQ9YWAQAY,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHHGZ9EZTDHCUG,Uluberia,Flipkart FBF,FBF204691800,15,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHHGZ9GKJUJGDS,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHHGZ9KCHTWJQS,Uluberia,Flipkart FBF,FBF204691800,4,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHHGZ9RQRKRVK2,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHHGZ9UZZRXEG7,Uluberia,Flipkart FBF,FBF204691800,22,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHHKG7TZAPRGTX,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHHKG7VKZVY46M,Uluberia,Flipkart FBF,FBF204691800,12,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHHKGWHPHRZ5YN,Uluberia,Flipkart FBF,FBF204691800,14,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHHKGWVYZKENFG,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHHT4D7FTGG9GM,Uluberia,Flipkart FBF,FBF204691800,8,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHHY3YZGHGHGM3,Uluberia,Flipkart FBF,FBF204691800,9,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHKGEGBXJTGFUC,Uluberia,Flipkart FBF,FBF204691800,4,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHKGEKHCJJ9ZN3,Uluberia,Flipkart FBF,FBF204691800,18,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHKGEMKDZPD33Q,Uluberia,Flipkart FBF,FBF204691800,129,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHKGEPYR8HZGJX,Uluberia,Flipkart FBF,FBF204691800,10,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHMEAQDTSTWJ5F,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHNHZ2ZYSHX7JZ,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHNHZGFMHRTZYT,Uluberia,Flipkart FBF,FBF204691800,8,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHNHZGYYFUEZ3M,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHNHZHVCMWZZGZ,Uluberia,Flipkart FBF,FBF204691800,13,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHNHZPTAWFJZKK,Uluberia,Flipkart FBF,FBF204691800,6,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHNHZVN6XDGBXD,Uluberia,Flipkart FBF,FBF204691800,6,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHY9KFNWFDAYSA,Uluberia,Flipkart FBF,FBF204691800,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0041,CLOSED,Kolkata_Uluberia_BTA_Flipkart(OppDoor Innovative Solutions Private Limited),BSB-BLAHYGAJ2GEPDHFV,Uluberia,Flipkart FBF,FBF204691800,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BCVGWSZXUTMVTDKN,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGF54HZR3F7HUD,Malur,Flipkart FBF,FBF204691914,4,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGH3YZHPRZXYY8,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGNRERGZEDG3QQ,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGNRETMDAZKVJG,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGNREYENWDAHU7,Malur,Flipkart FBF,FBF204691914,2,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGP7NJUNWZWHCR,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGPB4BT4XPFZQF,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGPB4BTTDWYYUF,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGPB9KCQ46HFDY,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGQARXHUQTXJFS,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGYZH52C958JPA,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGYZRHUM2NU3HY,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGZMB8M3ANGHWZ,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGZMBEDGFQEBMH,Malur,Flipkart FBF,FBF204691914,1,0,2026-07-20
Opp_BSB_HR_1P,OGBHR2627/0042,CLOSED,Malur-Bts-Flipkart(OPPDOOR INNOVATIVE SOLUTIONS PRIVATE LIMITED),BSB-BEDGZRMFZEXUKFWX,Malur,Flipkart FBF,FBF204691914,2,0,2026-07-20
